duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
199,icmp,private,S0,27250,18827,0,0,2,18,4,0,10,0,1,10,4,2,2,0,0,0,181,288,0.545,0.842,0.819,0.58,0.061,0.471,0.119,56,107,0.029,0.575,0.849,0.855,0.091,0.748,0.243,0.242
268,tcp,domain_u,SF,317,39770,0,3,2,22,2,1,5,0,0,11,1,2,1,0,0,1,43,37,0.568,0.597,0.889,0.858,0.662,0.054,0.979,233,238,0.123,0.299,0.623,0.622,0.062,0.481,0.751,0.733
123,udp,private,S0,27391,30967,0,2,0,16,1,0,3,1,0,2,0,1,2,0,0,0,415,332,0.821,0.914,0.742,0.451,0.945,0.911,0.56,95,85,0.665,0.328,0.171,0.353,0.608,0.515,0.184,0.647
74,tcp,private,S0,35511,33930,1,0,1,9,1,0,13,1,1,2,1,1,1,0,0,0,355,464,0.819,0.834,0.929,0.48,0.048,0.305,0.289,73,168,0.189,0.815,0.785,0.927,0.454,0.794,0.643,0.102
82,tcp,http,S1,659,32309,1,2,0,14,3,1,4,0,1,12,5,0,3,0,0,1,239,259,0.094,0.003,0.984,0.091,0.999,0.161,0.477,89,42,0.651,0.153,0.143,0.535,0.114,0.34,0.892,0.188
226,udp,smtp,S0,16047,12716,0,2,3,17,4,0,6,1,0,5,9,0,3,0,0,1,161,232,0.965,0.64,0.078,0.771,0.743,0.433,0.594,162,20,0.906,0.292,0.217,0.942,0.083,0.483,0.654,0.744
485,icmp,private,S0,28400,17094,0,0,2,25,5,1,5,1,0,6,1,0,4,0,0,1,161,463,0.145,0.041,0.325,0.453,0.872,0.043,0.686,69,152,0.491,0.931,0.907,0.341,0.83,0.918,0.672,0.728
256,icmp,ftp_data,RSTR,15438,41590,1,1,0,11,1,1,3,0,0,1,10,2,0,0,0,0,164,235,0.155,0.298,0.63,0.535,0.468,0.556,0.737,199,180,0.741,0.114,0.479,0.088,0.3,0.807,0.849,0.727
444,udp,eco_i,SF,40950,117,0,1,1,5,2,0,11,0,1,8,9,1,3,0,0,1,89,351,0.945,0.245,0.258,0.17,0.304,0.535,0.667,163,128,0.718,0.442,0.876,0.534,0.522,0.448,0.876,0.49
151,icmp,ftp_data,S0,8957,46258,0,1,1,19,3,1,0,1,0,6,1,1,1,0,0,1,315,351,0.168,0.711,0.362,0.808,0.198,0.556,0.759,120,67,0.488,0.149,0.361,0.118,0.878,0.074,0.383,0.223
15,udp,private,S1,32564,12769,0,0,0,9,4,1,12,1,1,1,5,0,2,0,0,1,124,360,0.132,0.324,0.793,0.097,0.509,0.998,0.81,3,227,0.121,0.716,0.744,0.323,0.039,0.485,0.249,0.115
411,tcp,smtp,S1,54020,54046,0,2,2,11,4,0,6,0,1,17,9,1,4,0,0,1,10,155,0.337,0.387,0.848,0.473,0.026,0.314,0.051,218,206,0.74,0.133,0.19,0.089,0.723,0.65,0.427,0.005
328,icmp,private,SF,2829,44751,0,0,3,11,5,1,16,0,1,5,2,1,2,0,0,0,376,4,0.621,0.915,0.348,0.357,0.566,0.593,0.714,134,89,0.39,0.133,0.215,0.394,0.739,0.821,0.782,0.33
234,tcp,smtp,SF,52848,14317,1,1,1,14,5,0,2,0,0,12,6,0,4,0,0,1,277,387,0.655,0.405,0.911,0.961,0.911,0.129,0.719,72,166,0.971,0.85,0.038,0.505,0.059,0.167,0.575,0.59
87,tcp,private,S0,22440,32029,1,1,3,11,5,0,3,1,1,14,5,0,0,0,0,0,377,410,0.864,0.879,0.85,0.094,0.907,0.091,0.351,226,61,0.092,0.539,0.318,0.687,0.021,0.581,0.933,0.717
116,tcp,smtp,S0,44698,42280,1,0,3,10,2,0,13,0,1,0,6,0,2,0,0,1,205,176,0.531,0.169,0.607,0.028,0.28,0.505,0.505,183,45,0.591,0.584,0.495,0.142,0.166,0.008,0.608,0.367
386,udp,private,S0,18035,32376,0,3,3,4,5,0,14,1,0,1,6,0,3,0,0,1,312,438,0.865,1.0,0.873,0.001,0.872,0.195,0.254,180,119,0.487,0.079,0.825,0.871,0.623,0.113,0.342,0.062
231,udp,smtp,SF,36581,2096,0,0,0,13,4,1,17,1,0,10,10,2,1,0,0,0,334,60,0.399,0.478,0.259,0.35,0.467,0.696,0.216,107,239,0.412,0.765,0.433,0.255,0.709,0.495,0.06,0.162
428,icmp,ftp_data,S1,11881,44769,1,1,2,22,4,0,5,0,0,12,6,0,4,0,0,1,188,166,0.353,0.793,0.725,0.271,0.737,0.747,0.745,87,247,0.296,0.66,0.881,0.481,0.21,0.536,0.003,0.436
12,udp,ftp_data,REJ,12697,6223,1,3,1,21,2,0,13,0,0,13,3,0,3,0,0,1,490,85,0.324,0.752,0.453,0.893,0.133,0.605,0.998,174,230,0.382,0.834,0.64,0.188,0.959,0.088,0.293,0.677
137,udp,smtp,S0,32085,27514,0,0,3,19,0,1,15,0,0,15,9,2,1,0,0,0,389,227,0.086,0.048,0.557,0.303,0.977,0.059,0.619,4,109,0.565,0.584,0.635,0.933,0.353,0.887,0.363,0.565
236,udp,smtp,RSTR,46304,47609,1,1,0,5,5,0,15,1,1,10,4,1,1,0,0,1,434,313,0.692,0.199,0.743,0.28,0.946,0.791,0.814,108,31,0.111,0.053,0.479,0.99,0.142,0.534,0.613,0.276
436,tcp,private,RSTR,2218,6849,0,2,1,9,5,1,5,1,1,10,9,0,0,0,0,0,128,488,0.11,0.132,0.032,0.577,0.972,0.076,0.485,18,3,0.057,0.928,0.027,0.824,0.607,0.871,0.843,0.767
11,tcp,private,SF,36482,30385,1,1,2,9,1,1,10,1,1,2,6,2,2,0,0,1,74,443,0.507,0.147,0.457,0.709,0.052,0.591,0.716,49,149,0.247,0.112,0.414,0.892,0.844,0.063,0.03,1.0
37,udp,smtp,SF,50236,15433,0,2,0,2,0,1,3,1,1,8,6,0,3,0,0,0,295,233,0.085,0.069,0.951,0.447,0.635,0.147,0.382,165,237,0.736,0.96,0.642,0.441,0.553,0.337,0.308,0.05
46,udp,ftp_data,REJ,54271,17853,0,3,3,3,2,0,6,1,0,5,6,2,0,0,0,1,209,480,0.779,0.018,0.469,0.821,0.93,0.148,0.109,246,218,0.162,0.424,0.754,0.325,0.001,0.093,0.329,0.631
304,udp,smtp,S1,53767,5767,1,0,0,13,3,0,3,1,1,5,9,1,2,0,0,1,266,350,0.702,0.972,0.42,0.576,0.539,0.607,0.82,55,83,0.871,0.165,0.141,0.907,0.121,0.217,0.219,0.618
178,tcp,eco_i,S1,35828,5811,0,0,0,8,5,1,14,1,0,6,8,0,2,0,0,0,21,259,0.947,0.887,0.378,0.504,0.302,0.511,0.382,50,188,0.418,0.64,0.584,0.12,0.914,0.338,0.691,0.191
432,udp,domain_u,SF,42939,32664,0,3,1,19,5,1,13,0,0,16,1,0,4,0,0,0,212,83,0.531,0.875,0.543,0.555,0.11,0.494,0.048,186,193,0.743,0.605,0.54,0.847,0.072,0.209,0.565,0.804
168,tcp,smtp,REJ,28409,7028,0,1,2,11,4,0,9,1,0,7,8,2,0,0,0,1,378,197,0.638,0.553,0.989,0.224,0.014,0.955,0.346,160,120,0.497,0.019,0.442,0.227,0.89,0.557,0.515,0.894
419,udp,ftp_data,RSTR,21836,47495,0,1,2,20,4,0,9,1,1,8,1,1,2,0,0,0,261,97,0.962,0.141,0.434,0.217,0.625,0.386,0.394,38,212,0.257,0.817,0.811,0.07,0.126,0.841,0.323,0.107
2,udp,private,S0,56648,25145,0,0,3,7,4,1,4,0,1,5,4,1,1,0,0,1,37,465,0.153,0.774,0.238,0.696,0.952,0.664,0.548,17,196,0.092,0.682,0.41,0.079,0.843,0.857,0.303,0.229
298,tcp,ftp_data,RSTR,40096,30001,0,1,1,5,5,1,7,0,0,0,1,2,3,0,0,1,440,31,0.107,0.261,0.456,0.763,0.772,0.857,0.749,240,242,0.515,0.902,0.493,0.812,0.156,0.319,0.638,0.414
478,tcp,ftp_data,SF,50002,40654,1,3,2,23,3,1,17,0,0,12,7,1,0,0,0,1,452,86,0.976,0.85,0.134,0.791,0.16,0.303,0.317,169,24,0.893,0.961,0.664,0.413,0.8,0.62,0.529,0.283
434,icmp,private,S0,25602,48876,0,2,1,17,1,0,12,0,1,6,2,2,3,0,0,1,314,445,0.853,0.814,0.269,0.512,0.771,0.285,0.542,179,81,0.218,0.746,0.336,0.954,0.929,0.017,0.103,0.217
30,tcp,smtp,S0,39165,51878,0,3,0,15,2,0,11,1,1,13,0,2,2,0,0,1,19,435,0.005,0.397,0.464,0.49,0.952,0.51,0.534,206,254,0.277,0.169,0.346,0.746,0.536,0.19,0.245,0.505
109,icmp,ftp_data,S0,58529,56896,1,0,3,13,5,0,2,1,1,0,2,0,0,0,0,1,355,276,0.081,0.524,0.302,0.471,0.618,0.086,0.541,65,206,0.559,0.512,0.456,0.524,0.088,0.553,0.069,0.5
52,tcp,smtp,REJ,50622,48711,0,0,2,19,5,0,14,1,0,2,10,0,3,0,0,1,351,321,0.733,0.417,0.768,0.985,0.334,0.462,0.47,179,72,0.832,0.121,0.155,0.213,0.575,0.996,0.561,0.964
91,icmp,http,S1,54557,29144,1,2,2,12,3,1,13,1,1,1,8,1,3,0,0,0,403,254,0.098,0.117,0.988,0.476,0.99,0.05,0.363,72,23,0.512,0.017,0.372,0.697,0.098,0.539,0.438,0.288
157,tcp,private,S0,57292,19090,1,1,1,8,1,1,2,1,0,11,2,2,4,0,0,0,352,471,0.859,0.94,0.888,0.12,0.702,0.892,0.788,224,211,0.742,0.727,0.682,0.686,0.462,0.635,0.223,0.347
35,icmp,smtp,S0,31894,39914,1,2,1,10,5,0,2,0,0,0,0,0,3,0,0,1,262,274,0.491,0.594,0.089,0.242,0.31,0.943,0.365,16,55,0.478,0.59,0.446,0.684,0.437,0.651,0.481,0.194
15,tcp,ftp_data,REJ,8152,18353,0,0,0,12,5,1,2,1,0,7,10,2,1,0,0,0,289,279,0.092,0.037,0.228,0.191,0.634,0.029,0.903,120,4,0.001,0.877,0.186,0.044,0.69,0.451,0.16,0.436
430,udp,domain_u,S0,56878,44958,1,2,1,25,5,1,13,1,1,7,1,1,4,0,0,0,115,56,0.208,0.701,0.504,0.911,0.627,0.224,0.138,139,212,0.073,0.157,0.431,0.575,0.165,0.363,0.797,0.545
418,icmp,smtp,S0,56847,38306,0,2,1,17,3,0,12,1,1,16,10,2,1,0,0,1,159,198,0.587,0.851,0.424,0.635,0.649,0.611,0.596,255,171,0.055,0.215,0.661,0.235,0.663,0.418,0.516,0.818
153,icmp,private,REJ,19104,49731,1,1,2,0,2,1,14,0,0,1,9,0,1,0,0,0,157,371,0.413,0.772,0.622,0.841,0.449,0.934,0.779,155,240,0.813,0.321,0.944,0.0,0.102,0.08,0.646,0.992
143,icmp,private,RSTR,22918,25450,0,0,3,6,3,1,6,0,1,12,6,0,4,0,0,1,461,253,0.946,0.541,0.439,0.933,0.014,0.854,0.683,160,79,0.353,0.161,0.123,0.291,0.523,0.112,0.376,0.13
86,udp,eco_i,SF,32155,27226,1,3,2,25,5,0,8,1,1,13,7,2,3,0,0,0,420,227,0.536,0.302,0.198,0.885,0.486,0.644,0.705,125,246,0.962,0.333,0.527,0.607,0.638,0.923,0.965,0.627
102,icmp,ftp_data,S1,33875,14129,0,0,3,14,4,0,2,1,1,0,6,1,0,0,0,1,509,139,0.57,0.058,0.047,0.123,0.968,0.753,0.579,116,55,0.217,0.488,0.85,0.417,0.781,0.22,0.648,0.937
213,icmp,http,S0,30829,8028,1,0,1,18,1,1,11,0,0,5,5,0,3,0,0,0,38,350,0.014,0.021,0.742,0.267,0.64,0.166,0.34,11,111,0.514,0.874,0.565,0.968,0.426,0.959,0.599,0.095
75,icmp,eco_i,RSTR,46765,3952,0,1,3,22,1,1,3,1,1,8,6,0,2,0,0,1,52,371,0.022,0.006,0.361,0.77,0.937,0.092,0.939,188,181,0.353,0.429,0.017,0.229,0.669,0.318,0.262,0.341
337,udp,eco_i,REJ,38852,15702,0,0,2,6,5,1,8,0,1,4,1,1,1,0,0,0,98,274,0.012,0.031,0.762,0.686,0.818,0.189,0.373,145,20,0.546,0.775,0.529,0.486,0.272,0.835,0.049,0.628
262,icmp,private,RSTR,57349,53323,0,3,2,8,2,1,8,1,1,15,7,1,2,0,0,1,68,405,0.72,0.947,0.71,0.593,0.225,0.886,0.404,126,160,0.985,0.439,0.301,0.033,0.232,0.737,0.385,0.96
264,tcp,ftp_data,REJ,25056,28146,0,2,2,15,5,0,8,1,0,14,2,1,4,0,0,1,434,508,0.617,0.245,0.863,0.583,0.567,0.939,0.353,236,243,0.141,0.328,0.494,0.836,0.271,0.902,0.155,0.502
282,icmp,ftp_data,S0,14278,7461,0,2,1,28,4,0,20,0,0,14,5,0,4,0,0,0,416,403,0.311,0.404,0.663,0.248,0.613,0.275,0.328,183,202,0.882,0.865,0.669,0.753,0.076,0.927,0.068,0.984
458,icmp,ftp_data,SF,37183,53298,1,3,0,12,4,0,0,1,1,4,1,0,0,0,0,0,65,129,0.7,0.039,0.516,0.383,0.068,0.988,0.635,167,17,0.167,0.051,0.367,0.707,0.781,0.103,0.719,0.793
347,tcp,smtp,S1,12847,11667,1,2,3,20,4,1,4,1,0,14,6,2,2,0,0,1,357,120,0.317,0.679,0.205,0.628,0.82,0.846,0.628,28,99,0.559,0.318,0.42,0.018,0.136,0.523,0.139,0.012
404,udp,private,S0,23211,46425,1,2,3,24,1,1,12,1,0,3,5,0,0,0,0,0,451,306,0.842,0.962,0.238,0.904,0.721,0.58,0.846,79,87,0.055,0.286,0.768,0.13,0.817,0.379,0.513,0.048
490,udp,private,S0,30076,54784,1,2,3,1,2,1,8,0,0,10,2,2,2,0,0,1,449,430,0.851,0.897,0.489,0.847,0.823,0.368,0.188,10,31,0.533,0.554,0.362,0.635,0.573,0.541,0.501,0.622
294,tcp,private,S0,49407,57263,1,3,3,16,5,1,3,0,0,15,4,1,0,0,0,1,434,364,0.801,0.893,0.771,0.485,0.883,0.069,0.33,52,186,0.652,0.091,0.842,0.245,0.763,0.922,0.288,0.934
396,icmp,ftp_data,S0,25519,50751,1,0,3,13,5,0,2,1,1,4,3,2,2,0,0,1,241,248,0.789,0.689,0.213,0.566,0.147,0.802,0.944,21,199,0.164,0.366,0.771,0.866,0.891,0.791,0.699,0.166
253,tcp,private,S0,8296,13601,0,2,2,18,3,0,7,0,0,5,2,2,4,0,0,0,411,349,0.833,0.858,0.945,0.816,0.264,0.614,0.04,244,246,0.021,0.277,0.201,0.885,0.569,0.238,0.294,0.838
61,icmp,ftp_data,SF,31108,2089,0,1,1,16,0,1,14,0,1,3,0,2,4,0,0,1,380,393,0.195,0.174,0.8,0.528,0.092,0.786,0.717,23,48,0.795,0.387,0.581,0.559,0.582,0.476,0.182,0.468
147,icmp,smtp,S0,2639,24929,1,0,3,8,4,0,3,1,0,2,5,2,2,0,0,1,172,85,0.035,0.48,0.988,0.69,0.607,0.67,0.733,25,13,0.889,0.693,0.767,0.611,0.064,0.099,0.94,0.193
253,icmp,private,RSTR,10581,50550,0,0,2,19,3,1,13,1,0,5,3,2,4,0,0,1,412,491,0.021,0.128,0.942,0.136,0.972,0.194,0.288,250,137,0.234,0.586,0.732,0.687,0.046,0.276,0.307,0.625
47,icmp,ftp_data,REJ,13054,51202,0,0,2,24,2,0,15,1,1,12,1,2,2,0,0,1,34,194,0.761,0.074,0.195,0.692,0.698,0.07,0.67,82,230,0.897,0.954,0.236,0.572,0.303,0.756,0.062,0.059
357,tcp,eco_i,S1,6926,53996,0,0,0,15,5,1,11,1,0,6,4,1,2,0,0,0,206,444,0.366,0.742,0.532,0.408,0.336,0.867,0.455,90,90,0.666,0.445,0.448,0.157,0.858,0.51,0.683,0.018
136,icmp,smtp,SF,10935,40989,0,2,3,17,2,0,19,0,1,13,2,1,0,0,0,1,447,175,0.841,0.806,0.481,0.927,0.247,0.824,0.068,24,68,0.65,0.395,0.016,0.058,0.387,0.494,0.197,0.52
347,tcp,private,RSTR,11675,4121,0,1,3,11,0,0,10,1,1,12,0,1,0,0,0,0,252,83,0.912,0.448,0.348,0.869,0.156,0.602,0.373,213,22,0.579,0.691,0.342,0.597,0.689,0.379,0.015,0.576
364,udp,private,S0,50140,11931,1,2,1,3,5,1,0,0,1,7,8,1,2,0,0,1,304,496,0.98,0.972,0.938,0.258,0.678,0.902,0.739,113,220,0.484,0.405,0.419,0.477,0.485,0.184,0.38,0.218
227,udp,ftp_data,REJ,24119,35274,1,0,1,13,2,0,15,1,0,15,10,0,0,0,0,1,164,338,0.378,0.895,0.302,0.625,0.352,0.046,0.063,89,126,0.836,0.547,0.795,0.806,0.257,0.525,0.578,0.964
9,tcp,private,S0,45375,46984,1,3,1,19,4,1,12,0,1,14,4,2,1,0,0,1,365,385,0.909,0.968,0.921,0.044,0.702,0.166,0.109,169,205,0.303,0.69,0.896,0.395,0.98,0.477,0.926,0.696
314,udp,private,S0,18224,57004,1,3,1,24,5,0,15,1,0,0,2,1,0,0,0,0,499,510,0.83,0.981,0.826,0.328,0.65,0.163,0.306,39,186,0.974,0.656,0.483,0.229,0.468,0.0,0.894,0.807
60,udp,smtp,REJ,59011,32573,1,2,0,14,5,0,2,1,1,10,4,1,1,0,0,1,181,415,0.798,0.712,0.553,0.334,0.953,0.817,0.218,209,101,0.591,0.847,0.862,0.802,0.256,0.095,0.29,0.879
139,udp,private,S0,35284,22664,0,3,1,17,0,1,0,1,0,14,10,2,1,0,0,1,411,383,0.874,0.999,0.305,0.095,0.103,0.112,0.717,18,163,0.354,0.183,0.616,0.25,0.166,0.802,0.741,0.413
344,tcp,private,S0,59474,40934,1,0,1,22,5,1,4,1,1,1,0,0,0,0,0,1,323,389,0.978,0.834,0.323,0.668,0.984,0.582,0.686,3,59,0.932,0.943,0.493,0.307,0.263,0.679,0.06,0.788
178,tcp,smtp,S0,15602,18951,1,3,1,22,3,0,10,1,0,10,8,0,4,0,0,1,160,45,0.723,0.796,0.436,0.277,0.145,0.304,0.253,207,89,0.587,0.014,0.315,0.511,0.249,0.375,0.388,0.435
61,tcp,eco_i,RSTR,7464,30343,0,1,0,25,4,1,15,0,0,10,10,2,0,0,0,0,408,60,0.986,0.434,0.188,0.962,0.035,0.202,0.538,117,190,0.741,0.739,0.746,0.219,0.14,0.352,0.416,0.298
4,icmp,domain_u,SF,41894,30161,1,0,0,4,1,1,11,0,1,1,5,0,0,0,0,0,245,120,0.079,0.011,0.038,0.315,0.843,0.163,0.539,186,212,0.173,0.149,0.017,0.764,0.862,0.971,0.168,0.533
367,udp,http,RSTR,28993,8110,0,3,2,24,1,1,3,0,1,10,10,2,0,0,0,0,401,233,0.042,0.112,0.262,0.943,0.886,0.014,0.692,84,149,0.062,0.986,0.828,0.705,0.632,0.57,0.993,0.229
71,tcp,ftp_data,RSTR,28884,7088,0,1,3,29,0,1,17,0,1,8,1,0,1,0,0,1,164,348,0.071,0.908,0.673,0.772,0.754,0.623,0.881,190,170,0.978,0.101,0.232,0.786,0.559,0.051,0.55,0.433
161,tcp,domain_u,S1,37008,29519,1,2,1,15,4,0,12,0,1,11,5,1,2,0,0,1,73,453,0.329,0.142,0.416,0.673,0.851,0.82,0.152,143,111,0.24,0.03,0.807,0.718,0.4,0.898,0.48,0.692
254,udp,eco_i,RSTR,676,39677,1,2,3,11,4,0,11,1,1,15,2,2,3,0,0,0,424,375,0.007,0.41,0.513,0.109,0.815,0.548,0.736,99,246,0.753,0.517,0.276,0.059,0.8,0.688,0.332,0.296
347,icmp,private,S0,30338,21660,1,2,2,1,5,1,13,1,1,15,5,0,1,0,0,1,370,377,0.832,0.934,0.57,0.476,0.614,0.152,0.277,42,37,0.802,0.161,0.636,0.461,0.621,0.505,0.318,0.501
398,udp,smtp,REJ,10441,21411,0,0,2,11,5,0,2,0,1,12,8,2,1,0,0,1,122,210,0.096,0.911,0.25,0.663,0.318,0.515,0.221,140,100,0.219,0.145,0.557,0.187,0.105,0.613,0.542,0.771
57,icmp,eco_i,S0,8556,54061,0,1,2,25,5,0,15,1,1,9,9,0,3,0,0,1,307,410,0.818,0.759,0.769,0.028,0.651,0.592,0.845,160,60,0.208,0.956,0.831,0.537,0.366,0.369,0.419,0.816
419,icmp,smtp,SF,24446,30598,1,1,0,21,5,0,1,0,1,4,10,1,2,0,0,1,448,74,0.019,0.1,0.797,0.791,0.694,0.83,0.584,9,173,0.476,0.333,0.335,0.934,0.684,0.163,0.612,0.419
484,tcp,smtp,SF,10925,12056,1,2,3,14,3,0,3,1,0,8,3,1,3,0,0,1,466,428,0.801,0.039,0.682,0.282,0.614,0.211,0.424,144,241,0.816,0.599,0.821,0.694,0.32,0.24,0.038,0.309
396,tcp,smtp,REJ,59842,6299,0,1,2,21,5,0,12,0,0,7,1,2,1,0,0,1,359,123,0.424,0.54,0.367,0.669,0.243,0.736,0.024,140,76,0.226,0.22,0.292,0.927,0.758,0.894,0.556,0.075
164,udp,smtp,RSTR,16477,29329,0,0,3,23,3,1,7,1,0,6,0,1,4,0,0,1,50,25,0.092,0.044,0.951,0.891,0.887,0.02,0.56,163,193,0.011,0.697,0.682,0.804,0.515,0.202,0.102,0.755
78,icmp,smtp,S1,28735,58453,1,1,1,16,5,0,3,0,1,12,9,2,2,0,0,1,371,113,0.188,0.855,0.328,0.269,0.204,0.575,0.852,133,70,0.473,0.672,0.498,0.636,0.662,0.815,0.873,0.16
459,tcp,ftp_data,RSTR,46553,13439,1,0,1,23,2,1,5,0,1,18,9,1,0,0,0,0,129,504,0.758,0.361,0.317,0.763,0.869,0.221,0.813,89,188,0.294,0.869,0.563,0.912,0.938,0.517,0.283,0.099
232,icmp,http,S0,23911,57157,0,2,2,14,4,1,6,1,1,6,3,2,2,0,0,1,3,206,0.13,0.027,0.3,0.89,0.933,0.149,0.766,52,24,0.581,0.641,0.336,0.876,0.334,0.112,0.071,0.489
500,udp,domain_u,S0,5277,40187,1,2,2,14,0,1,8,1,0,13,5,0,0,0,0,1,195,351,0.051,0.104,0.231,0.302,0.858,0.101,0.382,104,106,0.377,0.088,0.799,0.126,0.004,0.84,0.658,0.1
340,icmp,smtp,SF,20479,42246,1,2,2,9,5,0,11,1,0,12,7,2,4,0,0,1,162,133,0.059,0.918,0.725,0.791,0.341,0.758,0.813,105,218,0.818,0.969,0.162,0.843,0.007,0.803,0.036,0.269
491,tcp,smtp,S0,36096,56455,0,0,1,7,3,0,9,0,1,12,10,0,1,0,0,1,494,151,0.243,0.245,0.206,0.083,0.6,0.921,0.796,116,190,0.385,0.469,0.188,0.534,0.363,0.497,0.546,0.345
303,icmp,eco_i,SF,37302,19556,1,3,3,17,4,0,12,1,1,14,9,2,3,0,0,0,469,113,0.919,0.053,0.983,0.532,0.232,0.048,0.992,215,133,0.41,0.307,0.368,0.888,0.542,0.444,0.236,0.749
273,udp,http,RSTR,54642,26900,1,1,3,15,0,1,11,1,0,3,0,1,2,0,0,0,335,416,0.05,0.129,0.288,0.569,0.802,0.073,0.695,100,164,0.045,0.481,0.676,0.588,0.904,0.012,0.106,0.909
315,udp,private,SF,30722,29643,1,1,1,13,2,1,8,0,1,10,3,2,0,0,0,0,191,167,0.07,0.125,0.462,0.763,0.857,0.093,0.14,222,25,0.184,0.209,0.025,0.277,0.898,0.434,0.145,0.186
8,icmp,private,SF,3104,45238,0,1,1,10,5,1,0,0,1,10,3,2,3,0,0,1,44,109,0.847,0.897,0.728,0.482,0.943,0.947,0.578,18,208,0.479,0.024,0.954,0.905,0.858,0.663,0.473,0.264
71,icmp,ftp_data,RSTR,46508,22069,0,3,3,20,3,0,6,0,1,13,10,0,3,0,0,1,37,94,0.083,0.399,0.394,0.521,0.725,0.365,0.131,18,30,0.397,0.407,0.932,0.56,0.263,0.57,0.773,0.362
22,icmp,http,SF,7803,48746,1,2,1,7,0,1,13,1,0,10,4,2,1,0,0,0,276,44,0.093,0.064,0.953,0.413,0.693,0.141,0.509,40,219,0.073,0.8,0.374,0.846,0.136,0.363,0.599,0.434
116,udp,private,S0,39342,51789,0,1,3,25,1,1,9,0,1,0,8,2,2,0,0,0,462,316,0.856,0.868,0.036,0.687,0.458,0.939,0.569,77,44,0.941,0.943,0.558,0.325,0.114,0.49,0.803,0.324
446,udp,domain_u,S1,9526,39775,0,1,2,10,5,0,17,0,0,6,3,0,4,0,0,1,31,246,0.196,0.962,0.358,0.614,0.716,0.471,0.779,247,52,0.83,0.602,0.194,0.618,0.243,0.22,0.17,0.947
485,icmp,http,SF,31832,43127,0,2,0,6,2,1,14,1,0,1,6,0,2,0,0,0,224,477,0.02,0.102,0.071,0.972,0.863,0.027,0.3,187,1,0.022,0.933,0.87,0.839,0.623,0.891,0.246,0.303
482,icmp,eco_i,S1,15111,55822,1,3,0,13,5,1,11,1,0,2,5,2,4,0,0,0,428,162,0.751,0.621,0.416,0.511,0.727,0.998,0.576,103,30,0.298,0.148,0.477,0.922,0.43,0.706,0.199,0.034
30,udp,smtp,REJ,11549,50992,0,0,0,1,3,0,6,0,1,9,10,2,2,0,0,1,425,55,0.494,0.142,0.005,0.9,0.452,0.878,0.499,107,18,0.558,0.004,0.933,0.235,0.322,0.415,0.573,0.03
344,udp,private,SF,50739,37372,1,2,1,20,0,1,5,1,1,4,7,1,2,0,0,0,43,192,0.08,0.695,0.329,0.991,0.511,0.576,0.37,220,206,0.806,0.536,0.119,0.484,0.308,0.276,0.809,0.407
216,icmp,private,RSTR,26635,22655,1,0,0,16,3,1,0,1,0,5,0,0,3,0,0,1,120,258,0.069,0.14,0.468,0.897,0.629,0.194,0.45,164,83,0.079,0.13,0.929,0.789,0.08,0.055,0.008,0.448
72,udp,eco_i,S0,3239,17380,0,1,1,11,4,1,15,0,1,0,4,0,4,0,0,0,176,200,0.071,0.031,0.772,0.918,0.909,0.105,0.717,33,14,0.491,0.496,0.938,0.997,0.909,0.979,0.772,0.171
138,udp,private,S0,48869,36745,1,3,0,3,3,0,0,0,0,1,9,2,2,0,0,0,368,365,0.849,0.816,0.572,0.564,0.475,0.562,0.004,199,46,0.082,0.791,0.306,0.719,0.874,0.111,0.404,0.788
330,udp,http,RSTR,15948,3101,1,2,1,21,3,0,10,0,1,12,2,1,2,0,0,1,406,209,0.433,0.924,0.657,0.766,0.864,0.265,0.051,44,204,0.603,0.623,0.664,0.707,0.916,0.174,0.129,0.146
297,icmp,eco_i,RSTR,43320,50932,1,2,2,11,3,1,10,1,1,0,3,1,1,0,0,0,477,142,0.069,0.015,0.035,0.746,0.873,0.151,0.975,97,247,0.933,0.667,0.512,0.36,0.599,0.789,0.34,0.356
68,tcp,smtp,REJ,9098,23510,0,2,3,18,2,0,14,0,1,15,8,2,1,0,0,1,148,451,0.278,0.486,0.446,0.61,0.749,0.203,0.004,92,126,0.712,0.595,0.159,0.488,0.155,0.346,0.45,0.807
493,icmp,private,S0,46492,26438,0,2,3,0,3,1,5,1,0,6,8,2,0,0,0,1,483,315,0.817,0.816,0.841,0.19,0.036,0.931,0.98,83,154,0.075,0.82,0.844,0.659,0.645,0.845,0.161,0.734
225,udp,eco_i,RSTR,59378,13111,1,0,3,25,5,1,12,0,0,9,8,2,3,0,0,0,388,281,0.711,0.886,0.468,0.503,0.138,0.548,0.244,254,184,0.147,0.615,0.426,0.902,0.904,0.169,0.284,0.848
